rater,id,model,empathy,professionalism,safety,naturalness,relevance
3,459,B,4.0,3.5,3.5,4.5,4.5
3,460,B,3.0,1,2.0,4.0,3.5
3,461,B,5,3.0,2.5,5,3.0
3,462,B,5,4.5,3.0,5,4.5
3,463,B,4.0,3.0,3.5,5,5
3,464,B,5,4.5,3.5,4.5,5
3,465,B,3.5,3.5,4.0,5,3.0
3,466,B,5,3.0,2.5,5,4.5
3,467,B,4.5,3.0,3.0,4.5,5
3,468,B,4.5,2.0,3.0,5,4.0
3,469,B,5,4.5,4.0,5,4.0
3,470,B,5,3.5,3.5,5,4.0
3,471,B,4.0,2.0,2.5,5,3.0
3,472,B,2.5,2.5,2.5,4.0,3.0
3,473,B,5,4.0,3.5,5,4.5
3,474,B,4.0,2.0,3.0,5,5
3,475,B,4.0,2.5,3.0,4.0,3.0
3,476,B,3.0,1.5,2.5,4.5,3.0
3,477,B,5,3.0,1.5,5,4.5
3,478,B,4.0,3.0,2.5,4.0,4.5
3,479,B,4.0,2.0,1,4.0,4.0
3,480,B,5,2.5,1.5,5,4.0
3,481,B,4.0,3.5,2.0,4.5,2.0
3,482,B,3.0,2.5,2.0,5,4.5
3,483,B,4.5,2.5,2.5,5,3.5
3,484,B,4.5,2.5,1,5,4.0
3,485,B,2.5,1.5,3.0,4.0,4.0
3,486,B,3.5,2.0,1.5,3.5,2.0
3,487,B,4.5,4.0,5,4.0,5
3,488,B,4.0,2.0,1,5,4.0
3,489,B,4.5,3.5,2.5,4.5,3.0
3,490,B,3.0,1.5,2.5,4.0,2.5
3,491,B,4.0,2.5,3.0,5,4.5
3,492,B,4.0,2.0,1,4.5,2.0
3,493,B,2.5,1.5,2.0,4.5,2.0
3,494,B,4.0,3.0,2.5,4.0,4.0
3,495,B,3.5,2.5,2.0,4.0,4.0
3,496,B,4.0,2.0,2.5,4.0,4.0
3,497,B,4.0,2.5,1.5,5,5
3,498,B,3.5,1.5,1.5,4.0,2.5
3,499,B,3.0,3.0,3.5,5,4.5
3,500,B,2.0,1.5,1.5,5,3.0
